Numéro de l'installation sportive;Nom de l'installation sportive;Numéro, type et nom de la voie;Code postal;Commune Ancienne;Code INSEE Ancien;Longitude (WGS84);Latitude (WGS84);Statut de la fiche d'enquête;Etat de la fiche d'enquête;Date de création de la fiche d'enquête;Date de changement d'état de la fiche d'enquête;Date de validation de la fiche d'enquête;Accessibilité de l'installation en faveur des personnes en situation de handicap;Date de l'enquête;Accessibilité de l'installation en transport en commun;Installation particulière;Type de particularité de l'installation;Accessibilité de l'installation en fonction du type handicap;Accessibilité de l'installation en transport en commun des différents mode;SIRET Installation;Unité Administrative Immatriculée (UAI) Installation;Numéro de l'équipement sportif;Nom de l'équipement sportif;Code du type d'équipement sportif;Type d'équipement sportif;Famille d'équipement sportif;Etat de la fiche d'enquête de l'équipement sportif;;;Eclairage de l'aire d'évolution;Equipement d'accès libre;Aménagements de confort;Arrêté d'ouverture au public;Locaux complémentaires;Ouverture exclusivement saisonnière;Présence de douches;Présence de sanitaires;Gestion en DSP;Accessibilité aux personnes à mobilité réduite à l'accueil;Accessibilité aux personnes à mobilité réduite à l'aire de jeu;Accessibilité aux personnes à mobilité réduite aux cheminements;Accessibilité aux personnes à mobilité réduite aux douches;Accessibilité aux personnes à mobilité réduite aux sanitaires;Accessibilité aux personnes à mobilité réduite aux tribunes;Accessibilité aux personnes à mobilité réduite aux vestiaires;Accessibilité aux personnes en situation de handicap sensoriel à l'aire de jeu;Accessibilité aux personnes en situation de handicap sensoriel aux cheminements;Accessibilité aux personnes en situation de handicap sensoriel aux sanitaires;Accessibilité aux personnes en situation de handicap sensoriel - signalétique;Accessibilité aux personnes en situation de handicap sensoriel aux tribunes;Accessibilité aux personnes en situation de handicap sensoriel aux vestiaires;Date de l'homologation préfectorale;Date des derniers gros travaux;Catégorie ERP de l'établissement;Hauteur de l'aire d'évolution;Largeur de l'aire d'évolution;Longueur de l'aire d'évolution;Surface de l'aire d'évolution;Nombre de couloirs/pistes/postes/jeux/pas;Nombre de places assises en tribune;Nombre de vestiaires arbitres/enseignants;Nombre de vestiaires sportifs;SAE: nombre de couloirs de la structure;SAE: hauteur maximale de la structure;SAE: surface totale de la structure;Longueur du bassin;Largeur du bassin;Surface du bassin;Profondeur minimale du bassin;Profondeur maximale du bassin;Longueur de la piste;Adresse internet de l'équipement;Année de mise en service;Nom du propriétaire;Types d'aménagements de confort;Type d'ERP de l'établissement;Types de locaux complémentaires;Motifs des derniers gros travaux;Types de chauffage - source d'énergie;Type d'utilisation;Type de pas de tir;Nature du sol;Nature de l'équipement sportif;Période de mise en service;Période de l'homologation préfectorale;Période des derniers gros travaux;Type de déclaration;Type de propriétaire;Type de propriétaire secondaire;Type de gestionnaire;Type du co-gestionnaire;Equipement inscrit au PDESI / PDIPR;code_aps;Atlas;Coordonnées;Commune INSEE;Commune Nom;EPCI INSEE;EPCI Nom;Département Code;Département Nom;Région Code;Région Nom;Département Code Complet;Réctorat Nom
I314900005;collège sainte Geneviève;5 place de la mairie;31790;Saint-Jory;31490;1.3697955609677592;43.74387788790045;True;Validé;44000;45219;45219;true;18.06.20;true;true;Etablissement scolaire;;{Bus};7,76847E+13;0311162V;E001I314900005;Salle de sport de l'école et collège ste Genevieve;1901;Salle multisports (gymnase);Salle multisports;validé;;;true;false;false;;true;false;;true;;;;;;;;;;;;;;;;;;9.0;25.0;40.0;1 000.0;;;0.0;2.0;;;;;;;;;;;;;;;"{""Local de rangement""}";;;Scolaires, universités;;Béton;Intérieur;;;;;Commune;;Etablissement d'enseignement privé;;;"{""1101"",""3401"",""3701"",""4802""}";Salles de pratiques collectives;43.74387788790045, 1.3697955609677592;31490;Saint-Jory;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I314900006;Nouveau gymnase et tennis couvert;Rue Jacques Brel;31790;Saint-Jory;31490;1.374204039639153;43.74893832213275;True;Validé;44004;44047;44047;true;22.06.20;false;true;Complexe sportif;"{""Handicap moteur""}";;;;E001I314900006;Tennis couvert;501;Court de tennis;Court de tennis;validé;;;true;false;false;false;;false;;;false;true;true;true;;;;true;true;false;;false;;;2018;;;8.5;35.0;36.0;;;0.0;;2.0;;;;;;;;;;;2018;;;;"{""Club(s) house""}";;{Electricité};Clubs sportifs, comités, ligues, fédérations,Scolaires, universités,Autre - association(s) et groupes divers;;Synthétique (hors gazon);Intérieur;;;;;Commune;;Commune;;;"{""7901""}";Court de tennis;43.74893832213275, 1.374204039639153;31490;Saint-Jory;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I314900006;Nouveau gymnase et tennis couvert;Rue Jacques Brel;31790;Saint-Jory;31490;1.3746653795897146;43.748600721337425;True;Validé;44004;44047;44047;true;22.06.20;false;true;Complexe sportif;"{""Handicap moteur""}";;;;E004I314900006;Gymnase du collège;1901;Salle multisports (gymnase);Salle multisports;validé;;;true;;false;;true;;true;true;false;true;true;true;true;true;;true;false;false;false;false;;false;;;;9.9;25.6;44.4;;;0.0;;4.0;;;;;;;;;;;2014;;;;"{Infirmierie,""Local de rangement"",""Salle(s) de réunion/cours""}";;{Electricité};Scolaires, universités,Clubs sportifs, comités, ligues, fédérations;;Synthétique (hors gazon);Intérieur;;;;;Commune;;Commune;;;"{""701"",""1101"",""7901"",""8001"",""8401"",""8801""}";Salles de pratiques collectives;43.748600721337425, 1.3746653795897146;31490;Saint-Jory;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I314900007;Arena Play Five football;76 D820;31790;Saint-Jory;31490;;;True;Validé;44015;44047;44047;true;03.07.20;false;false;;"{""Handicap moteur""}";;;;E002I314900007;Terrain de foot synthétique;2128;Terrain de soccer;Salle ou terrain spécialisé;validé;;;true;false;false;;true;false;true;true;false;true;true;true;true;true;;true;false;false;false;false;;false;;;;6.0;16.0;26.0;430.0;;0.0;0.0;2.0;;;;;;;;;;;2015;SCI 76RN20;;;"{Reception/accueil,""Bureau(x) club(s)"",""Club(s) house"",""Local de rangement"",""Salle(s) de réunion/cours""}";;{Electricité};Individuel(s), famille(s);;Synthétique (hors gazon);Intérieur;;;;;Privé non commercial;;Etablissement privé commercial;;;"{""2901""}";Salles de pratiques collectives;;31490;Saint-Jory;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I315060004;Centre Sportif Piments Instituts;3  boulevard du Libre Echange;31650;Saint-Orens-de-Gameville;31506;1.52394;43.5627;True;Validé;42383;44030;44030;true;17.07.20;false;false;;"{""Handicap moteur""}";;;;E001I315060004;SALLE DE COURS COLLECTIFS;802;Salle de musculation/cardiotraining;Equipement d'activités de forme et de santé;validé;;;true;false;false;;true;false;true;true;false;;true;true;false;true;;true;false;false;false;false;;false;;;;;;;160.0;;0.0;;2.0;;;;;;;;;;http://www.pimentsinstituts.fr/;2014;;;{};"{""Bureau(x) club(s)""}";;{Electricité};Individuel(s), famille(s);;Carrelage;Intérieur;A partir de 2005;;;;Etablissement privé commercial;;Etablissement privé commercial;;;"{""8901""}";Salles de pratiques collectives;43.5627, 1.52394;31506;Saint-Orens-de-Gameville;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I315060006;Complexe sportif municipal;Rue des sports;31650;Saint-Orens-de-Gameville;31506;1.54071;43.55553;True;Validé;38568;44047;44047;true;17.07.20;true;false;;"{""Handicap moteur""}";{Bus};;;E011I315060006;SALLE BLEUE - TENNIS COUVERT 2;501;Court de tennis;Court de tennis;validé;;;true;false;false;;true;false;true;true;;;true;true;true;true;;true;false;false;false;false;;false;;2019;4.0;8.0;19.0;35.0;665.0;;0.0;0.0;2.0;;;;;;;;;;;;;;{X};"{""Club(s) house"",""Local de rangement"",""Bureau(x) club(s)""}";"{""Mise en conformité avec les normes AFNOR ou les règles fédérales"",""Inadaptation aux attentes des usagers"",""Vétusté normale"",""Mise en conformité avec les règlements""}";;Individuel(s), famille(s),Clubs sportifs, comités, ligues, fédérations;;Synthétique (hors gazon);Intérieur;1975 - 1984;;;;Commune;Association(s);Commune;;;"{""7901""}";Court de tennis;43.55553, 1.54071;31506;Saint-Orens-de-Gameville;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I315060010;Complexe René Cassin;Avenue des Carabenes;31650;Saint-Orens-de-Gameville;31506;1.54914;43.55415;True;Vérifié;38568;44047;42213;true;29.07.20;false;true;Complexe sportif;"{""Handicap moteur""}";;;;E001I315060010;Gymnase collège René Cassin;1901;Salle multisports (gymnase);Salle multisports;en cours de modification;;;true;false;false;;true;false;true;true;false;;true;true;true;true;false;true;false;false;false;false;false;false;;2014;3.0;8.0;22.0;44.0;968.0;0.0;300.0;1.0;3.0;;;;;;;;;;;1990;SICOVAL;;{X};"{""Bureau(x) club(s)"",""Local de rangement""}";"{""Vétusté normale""}";{Gaz};Clubs sportifs, comités, ligues, fédérations,Scolaires, universités,Autre - association(s) et groupes divers;;Synthétique (hors gazon);Intérieur;1985-1994;;A partir de 2005;;EPCI;;EPCI;;;"{""701"",""1101"",""2901"",""3402"",""3701"",""7901"",""8001"",""8801""}";Salles de pratiques collectives;43.55415, 1.54914;31506;Saint-Orens-de-Gameville;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I315060012;Salle Altigone;6 place Jean Bellieres;31650;Saint-Orens-de-Gameville;31506;1.52892;43.55308;True;Validé;38568;44030;44030;false;17.07.20;true;false;;;{Bus};;;E001I315060012;Salle de danse;2105;Salle de danse;Salle ou terrain spécialisé;validé;;;true;false;false;;true;false;true;true;;false;true;false;false;false;;true;false;false;false;false;;false;;;;3.8;14.7;11.0;161.9;0.0;0.0;0.0;1.0;;;;;;;;;;;1990;;;{L};"{Reception/accueil,""Bureau(x) club(s)"",Buvette,""Local de rangement""}";;{Gaz};Autre - association(s) et groupes divers;;Parquet;Intérieur;1985-1994;;;;Commune;;Commune;;;"{""2402""}";Salles de pratiques collectives;43.55308, 1.52892;31506;Saint-Orens-de-Gameville;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I315060017;R-Fit;5 Bis Rue du négoce;31650;Saint-Orens-de-Gameville;31506;1.52754;43.56152;True;Validé;38568;44047;44047;true;18.07.20;true;false;;"{""Handicap moteur""}";{Bus};;;E002I315060017;Salle de cours collectifs;801;Salle de cours collectifs;Equipement d'activités de forme et de santé;validé;;;true;false;false;;true;false;true;true;false;true;true;true;true;true;;true;false;false;true;false;;false;;;;7.0;;;250.0;;0.0;0.0;2.0;;;;;;;;;;;2020;SCI La Marqueille;;{};"{Reception/accueil,""Bureau(x) club(s)"",""Local de rangement""}";;{Electricité};Individuel(s), famille(s);;Parquet;Intérieur;1995-2004;;;;Etablissement privé commercial;;Etablissement privé commercial;;;"{""8901""}";Salles de pratiques collectives;43.56152, 1.52754;31506;Saint-Orens-de-Gameville;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I315060018;Club de l'Hers;23 Avenue de la Marqueille;31650;Saint-Orens-de-Gameville;31506;1.52724;43.56223;True;Validé;38568;44047;44047;true;17.07.20;true;false;;"{""Handicap moteur""}";{Bus};;;E001I315060018;Tennis couverts;501;Court de tennis;Court de tennis;validé;;;true;false;false;;true;false;true;true;false;true;true;true;true;true;;true;false;false;false;false;;false;;2005;;8.0;18.0;36.0;648.0;0.0;0.0;1.0;2.0;;;;;;;;;;;1981;SCI Champs Pinçons;;{};"{Reception/accueil,""Bureau(x) club(s)"",""Club(s) house"",""Local de rangement""}";{};;Individuel(s), famille(s),Clubs sportifs, comités, ligues, fédérations,Scolaires, universités,Autre - association(s) et groupes divers;;Terre battue;Intérieur;1975-1984;;A partir de 2005;;Etablissement privé commercial;;Etablissement privé commercial;;;"{""7901""}";Court de tennis;43.56223, 1.52724;31506;Saint-Orens-de-Gameville;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I315060018;Club de l'Hers;23 Avenue de la Marqueille;31650;Saint-Orens-de-Gameville;31506;1.52724;43.56223;True;Validé;38568;44047;44047;true;17.07.20;true;false;;"{""Handicap moteur""}";{Bus};;;E002I315060018;TERRAIN DE BADMINTON;2119;Salle ou terrain de badminton;Salle ou terrain spécialisé;validé;;;true;false;false;;true;false;true;true;false;true;true;true;true;true;;true;false;false;false;false;;false;;;;8.0;6.0;13.0;82.0;;0.0;1.0;2.0;;;;;;;;;;;2009;;;{};"{Reception/accueil,""Bureau(x) club(s)"",""Club(s) house"",""Local de rangement""}";;;Individuel(s), famille(s),Clubs sportifs, comités, ligues, fédérations;;Synthétique (hors gazon);Intérieur;A partir de 2005;;;;Etablissement privé commercial;;Etablissement privé commercial;;;"{""701""}";Salles de pratiques collectives;43.56223, 1.52724;31506;Saint-Orens-de-Gameville;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I315060018;Club de l'Hers;23 Avenue de la Marqueille;31650;Saint-Orens-de-Gameville;31506;1.52724;43.56223;True;Validé;38568;44047;44047;true;17.07.20;true;false;;"{""Handicap moteur""}";{Bus};;;E006I315060018;Tennis couverts 2;501;Court de tennis;Court de tennis;validé;;;true;false;false;;true;false;true;true;false;true;true;true;true;true;;true;false;false;false;false;;false;;2005;;8.0;18.0;36.0;648.0;0.0;0.0;1.0;2.0;;;;;;;;;;;1981;SCI Champs Pinçons;;{};"{Reception/accueil,""Bureau(x) club(s)"",""Club(s) house"",""Local de rangement""}";{};;Individuel(s), famille(s),Clubs sportifs, comités, ligues, fédérations,Scolaires, universités,Autre - association(s) et groupes divers;;Terre battue;Intérieur;1975-1984;;A partir de 2005;;Etablissement privé commercial;;Etablissement privé commercial;;;"{""7901""}";Court de tennis;43.56223, 1.52724;31506;Saint-Orens-de-Gameville;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I315060018;Club de l'Hers;23 Avenue de la Marqueille;31650;Saint-Orens-de-Gameville;31506;1.52724;43.56223;True;Validé;38568;44047;44047;true;17.07.20;true;false;;"{""Handicap moteur""}";{Bus};;;E007I315060018;Tennis couverts 3;501;Court de tennis;Court de tennis;validé;;;true;false;false;;true;false;true;true;false;true;true;true;true;true;;true;false;false;false;false;;false;;2005;;8.0;18.0;36.0;648.0;0.0;0.0;1.0;2.0;;;;;;;;;;;1981;SCI Champs Pinçons;;{};"{Reception/accueil,""Bureau(x) club(s)"",""Club(s) house"",""Local de rangement""}";{};;Individuel(s), famille(s),Clubs sportifs, comités, ligues, fédérations,Scolaires, universités,Autre - association(s) et groupes divers;;Terre battue;Intérieur;1975-1984;;A partir de 2005;;Etablissement privé commercial;;Etablissement privé commercial;;;"{""7901""}";Court de tennis;43.56223, 1.52724;31506;Saint-Orens-de-Gameville;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I315060018;Club de l'Hers;23 Avenue de la Marqueille;31650;Saint-Orens-de-Gameville;31506;1.52724;43.56223;True;Validé;38568;44047;44047;true;17.07.20;true;false;;"{""Handicap moteur""}";{Bus};;;E009I315060018;TERRAIN DE BADMINTON 3;2119;Salle ou terrain de badminton;Salle ou terrain spécialisé;validé;;;true;false;false;;true;false;true;true;false;true;true;true;true;true;;true;false;false;false;false;;false;;;;8.0;6.0;13.0;82.0;;0.0;1.0;2.0;;;;;;;;;;;2009;;;{};"{Reception/accueil,""Bureau(x) club(s)"",""Club(s) house"",""Local de rangement""}";;;Individuel(s), famille(s),Clubs sportifs, comités, ligues, fédérations;;Synthétique (hors gazon);Intérieur;A partir de 2005;;;;Etablissement privé commercial;;Etablissement privé commercial;;;"{""701""}";Salles de pratiques collectives;43.56223, 1.52724;31506;Saint-Orens-de-Gameville;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I315060018;Club de l'Hers;23 Avenue de la Marqueille;31650;Saint-Orens-de-Gameville;31506;1.52724;43.56223;True;Validé;38568;44047;44047;true;17.07.20;true;false;;"{""Handicap moteur""}";{Bus};;;E010I315060018;TERRAIN DE BADMINTON 4;2119;Salle ou terrain de badminton;Salle ou terrain spécialisé;validé;;;true;false;false;;true;false;true;true;false;true;true;true;true;true;;true;false;false;false;false;;false;;;;8.0;6.0;13.0;82.0;;0.0;1.0;2.0;;;;;;;;;;;2009;;;{};"{Reception/accueil,""Bureau(x) club(s)"",""Club(s) house"",""Local de rangement""}";;;Individuel(s), famille(s),Clubs sportifs, comités, ligues, fédérations;;Synthétique (hors gazon);Intérieur;A partir de 2005;;;;Etablissement privé commercial;;Etablissement privé commercial;;;"{""701""}";Salles de pratiques collectives;43.56223, 1.52724;31506;Saint-Orens-de-Gameville;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I315060018;Club de l'Hers;23 Avenue de la Marqueille;31650;Saint-Orens-de-Gameville;31506;1.52724;43.56223;True;Validé;38568;44047;44047;true;17.07.20;true;false;;"{""Handicap moteur""}";{Bus};;;E011I315060018;TERRAIN DE BADMINTON 5;2119;Salle ou terrain de badminton;Salle ou terrain spécialisé;validé;;;true;false;false;;true;false;true;true;false;true;true;true;true;true;;true;false;false;false;false;;false;;;;8.0;6.0;13.0;82.0;;0.0;1.0;2.0;;;;;;;;;;;2009;;;{};"{Reception/accueil,""Bureau(x) club(s)"",""Club(s) house"",""Local de rangement""}";;;Individuel(s), famille(s),Clubs sportifs, comités, ligues, fédérations;;Synthétique (hors gazon);Intérieur;A partir de 2005;;;;Etablissement privé commercial;;Etablissement privé commercial;;;"{""701""}";Salles de pratiques collectives;43.56223, 1.52724;31506;Saint-Orens-de-Gameville;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I315060019;GIGAFIT - St-Orens;20 Allées champs pinsons;31650;Saint-Orens-de-Gameville;31506;1.521053;43.56697;True;Validé;38568;44047;44047;true;17.07.20;true;false;;"{""Handicap moteur""}";{Bus};;;E002I315060019;Terrains squash;2117;Salle ou terrain de squash;Salle ou terrain spécialisé;validé;;;true;false;true;;true;false;true;true;false;true;true;true;true;true;;true;false;false;true;false;;false;;2004;5.0;5.0;6.0;10.0;60.0;;0.0;0.0;2.0;;;;;;;;;;;1998;;{Sauna};{};"{Reception/accueil,""Club(s) house"",""Local de rangement""}";"{""Vétusté normale""}";{Gaz};Individuel(s), famille(s);;Parquet;Intérieur;1995-2004;;1995-2004;;Etablissement privé commercial;Privé non commercial;Etablissement privé commercial;;;"{""7501""}";Salles de pratiques collectives;43.56697, 1.521053;31506;Saint-Orens-de-Gameville;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I315060019;GIGAFIT - St-Orens;20 Allées champs pinsons;31650;Saint-Orens-de-Gameville;31506;1.521053;43.56697;True;Validé;38568;44047;44047;true;17.07.20;true;false;;"{""Handicap moteur""}";{Bus};;;E005I315060019;Terrains squash 2;2117;Salle ou terrain de squash;Salle ou terrain spécialisé;validé;;;true;false;true;;true;false;true;true;false;;true;true;true;true;;true;false;false;false;false;;false;;2004;5.0;5.0;6.0;10.0;60.0;;0.0;0.0;2.0;;;;;;;;;;;1998;;{Sauna};{};"{Reception/accueil,""Local de rangement"",""Club(s) house""}";"{""Vétusté normale""}";{Gaz};Individuel(s), famille(s);;Parquet;Intérieur;1995-2004;;1995-2004;;Etablissement privé commercial;Privé non commercial;Etablissement privé commercial;;;"{""7501""}";Salles de pratiques collectives;43.56697, 1.521053;31506;Saint-Orens-de-Gameville;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I315060019;GIGAFIT - St-Orens;20 Allées champs pinsons;31650;Saint-Orens-de-Gameville;31506;1.521053;43.56697;True;Validé;38568;44047;44047;true;17.07.20;true;false;;"{""Handicap moteur""}";{Bus};;;E007I315060019;Terrains squash 4;2117;Salle ou terrain de squash;Salle ou terrain spécialisé;validé;;;true;false;true;;true;false;true;true;false;true;true;true;true;true;;true;false;false;false;false;;false;;2004;5.0;5.0;6.0;10.0;60.0;;0.0;0.0;2.0;;;;;;;;;;;1998;;{Sauna};{};"{Reception/accueil,Buvette,""Local de rangement""}";"{""Vétusté normale""}";{Gaz};Individuel(s), famille(s);;Parquet;Intérieur;1995-2004;;1995-2004;;Etablissement privé commercial;Privé non commercial;Etablissement privé commercial;;;"{""7501""}";Salles de pratiques collectives;43.56697, 1.521053;31506;Saint-Orens-de-Gameville;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I315060019;GIGAFIT - St-Orens;20 Allées champs pinsons;31650;Saint-Orens-de-Gameville;31506;1.521053;43.56697;True;Validé;38568;44047;44047;true;17.07.20;true;false;;"{""Handicap moteur""}";{Bus};;;E009I315060019;Terrains squash 6;2117;Salle ou terrain de squash;Salle ou terrain spécialisé;validé;;;true;false;true;;true;false;true;true;false;true;true;true;true;true;;true;false;false;false;false;;false;;2004;5.0;5.0;6.0;10.0;60.0;;0.0;0.0;2.0;;;;;;;;;;;1998;;{Sauna};{};"{Reception/accueil,""Local de rangement"",""Club(s) house""}";"{""Vétusté normale""}";{Gaz};Individuel(s), famille(s);;Parquet;Intérieur;1995-2004;;1995-2004;;Etablissement privé commercial;Privé non commercial;Etablissement privé commercial;;;"{""7501""}";Salles de pratiques collectives;43.56697, 1.521053;31506;Saint-Orens-de-Gameville;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I315060024;Espace Marcaisonne;13 Boulevard du libre Échange;31650;Saint-Orens-de-Gameville;31506;1.5252435207366943;43.56386053568713;True;Validé;44039;44047;44047;true;17.07.20;true;false;;"{""Handicap moteur""}";{Bus};;;E001I315060024;Salle Machaon - danse/gym;2201;Salles polyvalentes / des fêtes / non spécialisées;Salle non spécialisée;validé;;;true;false;false;;false;false;true;true;;;true;true;true;true;;true;false;false;false;false;;false;;;;3.3;9.4;9.7;91.0;;0.0;0.0;2.0;;;;;;;;;;;2012;;;;;;{Electricité};Individuel(s), famille(s),Scolaires, universités,Autre - association(s) et groupes divers;;Parquet;Intérieur;;;;;Commune;;Etablissement privé commercial;;;"{""2402"",""3501""}";Salles de pratiques collectives;43.56386053568713, 1.5252435207366943;31506;Saint-Orens-de-Gameville;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I315410002;Salle de gymnastique/boxe;11 Allée Emile Aders;31840;Seilh;31541;1.354594588301552;43.69459667802403;True;Attribué;38568;44047;44047;true;17.06.2020;true;false;;"{""Handicap moteur""}";{Bus};;;E001I315410002;Salle de gymnastique;2201;Salles polyvalentes / des fêtes / non spécialisées;Salle non spécialisée;validé;;;true;false;false;;true;false;true;true;false;true;true;;false;false;;false;false;;false;;;false;;2018;3.0;2.2;7.0;15.0;105.0;;0.0;0.0;2.0;;;;;;;;;;;1995;;;{X};"{""Local de rangement""}";"{""Mise en conformité avec les règlements"",""Inadaptation aux attentes des usagers"",""Vétusté normale""}";{Electricité};Clubs sportifs, comités, ligues, fédérations;;Synthétique (hors gazon);Intérieur;1995-2004;;;;Commune;;Commune;;;"{""2402"",""3501"",""3602""}";Salles de pratiques collectives;43.69459667802403, 1.354594588301552;31541;Seilh;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I315550008;Dynamik Gym;13 rue Boulbonne;31000;Toulouse;31555;1.4482;43.60043;True;Validé;41977;42758;42758;true;42571;false;false;;"{""Handicap moteur""}";{Métro,Bus};;;E002I315550008;Salle de musculation;802;Salle de musculation/cardiotraining;Equipement d'activités de forme et de santé;validé;;;true;false;false;true;false;false;;true;false;;true;true;;false;;;false;false;false;false;;;;;;;;;;;0.0;0.0;;;;;;;;;;;;;;{};{};{};{};{};Individuel(s), famille(s);{};Synthétique (hors gazon);Intérieur;1995-2004;;;;Etablissement privé commercial;;Etablissement privé commercial;;;"{""8901"",""3602""}";Salles de pratiques collectives;43.60043, 1.4482;31555;Toulouse;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I315550011;Altissimo St Martin;9 Rue Marie-Louise Dissard;31000;Toulouse;31555;1.36728;43.60191;True;Validé;41257;42711;42711;true;42576;false;false;;"{""Handicap moteur""}";{Bus};;;E002I315550011;SAE Altissimo;2701;Structure Artificielle d'Escalade;Structure Artificielle d'Escalade;validé;;;true;false;false;;true;false;true;true;false;;false;;false;true;;true;false;false;true;false;;false;;;;15.0;;;1 200.0;48.0;0.0;0.0;2.0;48.0;15.0;1 200.0;;;;;;;;2006;;{};{};"{Reception/accueil,""Bureau(x) club(s)"",Buvette,""Local de rangement"",Autre}";{};{Electricité};Individuel(s), famille(s),Clubs sportifs, comités, ligues, fédérations,Autre - association(s) et groupes divers;{};Synthétique (hors gazon);Intérieur;A partir de 2005;;;;Etablissement privé commercial;;Etablissement privé commercial;;;"{""4802""}";Autres équipements;43.60191, 1.36728;31555;Toulouse;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I315550012;Strat Club Sesquières;16 Chemin de Fenouillet;31000;Toulouse;31555;1.42036;43.63741;True;Validé;41257;42758;42758;true;42577;false;false;;"{""Handicap moteur""}";{Bus};;;E001I315550012;Salle de Musculation;802;Salle de musculation/cardiotraining;Equipement d'activités de forme et de santé;validé;;;true;false;false;true;true;false;true;true;false;true;true;true;true;true;;true;false;false;true;false;;false;;;3.0;6.0;20.0;40.0;800.0;155.0;0.0;0.0;2.0;;;;;;;;;;;2011;STRAT;{};{X};"{Reception/accueil,""Local de rangement""}";{};{};Individuel(s), famille(s);{};Béton;Intérieur;A partir de 2005;;;;Etablissement privé commercial;;Etablissement privé commercial;;;"{""8901"",""3602""}";Salles de pratiques collectives;43.63741, 1.42036;31555;Toulouse;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I315550015;Espace Job;105 Route de Blagnac;31000;Toulouse;31555;1.40718;43.61604;True;Attribué;41255;45267;42752;true;42752;false;false;;"{""Handicap moteur"",""Handicap sensoriel""}";{Bus};;;E002I315550015;Salle polyvalente n°1;2201;Salles polyvalentes / des fêtes / non spécialisées;Salle non spécialisée;validé;;;true;false;false;true;true;false;true;true;false;;true;true;true;true;;true;true;true;true;;;true;;;;;;;102.0;;0.0;0.0;2.0;;;;;;;;;;;2012;;{};{};"{Reception/accueil,""Bureau(x) club(s)""}";{};{Solaire,Autre};Clubs sportifs, comités, ligues, fédérations,Scolaires, universités;{};Parquet;Intérieur;A partir de 2005;;;;Commune;;Commune;;;"{""8901"",""2402"",""6601"",""3501"",""7801""}";Salles de pratiques collectives;43.61604, 1.40718;31555;Toulouse;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I315550016;URBAN SOCCER TOULOUSE MONTAUDRAN;5 Chemin Carosse;31000;Toulouse;31555;1.48015;43.57453;True;Validé;41263;42711;42711;false;42675;false;false;;{};{Bus,Train};;;E004I315550016;Terrains Intérieurs 3;2128;Terrain de soccer;Salle ou terrain spécialisé;validé;;;true;false;false;;true;false;true;true;false;false;false;;;false;;false;false;;false;;;false;;;;;20.0;40.0;800.0;4.0;0.0;0.0;4.0;;;;;;;;;;;2012;UrbanSoccer - Toulouse Montaudran;{};{};"{Reception/accueil,Buvette,""Local de rangement"",""Salle(s) de réunion/cours""}";{};{Gaz};Individuel(s), famille(s),Autre - association(s) et groupes divers;{};Gazon synthétique;Intérieur;A partir de 2005;;;;Etablissement privé commercial;;Etablissement privé commercial;;;"{""2901""}";Salles de pratiques collectives;43.57453, 1.48015;31555;Toulouse;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
