Numéro de l'installation sportive;Nom de l'installation sportive;Numéro, type et nom de la voie;Code postal;Commune Ancienne;Code INSEE Ancien;Longitude (WGS84);Latitude (WGS84);Statut de la fiche d'enquête;Etat de la fiche d'enquête;Date de création de la fiche d'enquête;Date de changement d'état de la fiche d'enquête;Date de validation de la fiche d'enquête;Accessibilité de l'installation en faveur des personnes en situation de handicap;Date de l'enquête;Accessibilité de l'installation en transport en commun;Installation particulière;Type de particularité de l'installation;Accessibilité de l'installation en fonction du type handicap;Accessibilité de l'installation en transport en commun des différents mode;SIRET Installation;Unité Administrative Immatriculée (UAI) Installation;Numéro de l'équipement sportif;Nom de l'équipement sportif;Code du type d'équipement sportif;Type d'équipement sportif;Famille d'équipement sportif;Etat de la fiche d'enquête de l'équipement sportif;;;Eclairage de l'aire d'évolution;Equipement d'accès libre;Aménagements de confort;Arrêté d'ouverture au public;Locaux complémentaires;Ouverture exclusivement saisonnière;Présence de douches;Présence de sanitaires;Gestion en DSP;Accessibilité aux personnes à mobilité réduite à l'accueil;Accessibilité aux personnes à mobilité réduite à l'aire de jeu;Accessibilité aux personnes à mobilité réduite aux cheminements;Accessibilité aux personnes à mobilité réduite aux douches;Accessibilité aux personnes à mobilité réduite aux sanitaires;Accessibilité aux personnes à mobilité réduite aux tribunes;Accessibilité aux personnes à mobilité réduite aux vestiaires;Accessibilité aux personnes en situation de handicap sensoriel à l'aire de jeu;Accessibilité aux personnes en situation de handicap sensoriel aux cheminements;Accessibilité aux personnes en situation de handicap sensoriel aux sanitaires;Accessibilité aux personnes en situation de handicap sensoriel - signalétique;Accessibilité aux personnes en situation de handicap sensoriel aux tribunes;Accessibilité aux personnes en situation de handicap sensoriel aux vestiaires;Date de l'homologation préfectorale;Date des derniers gros travaux;Catégorie ERP de l'établissement;Hauteur de l'aire d'évolution;Largeur de l'aire d'évolution;Longueur de l'aire d'évolution;Surface de l'aire d'évolution;Nombre de couloirs/pistes/postes/jeux/pas;Nombre de places assises en tribune;Nombre de vestiaires arbitres/enseignants;Nombre de vestiaires sportifs;SAE: nombre de couloirs de la structure;SAE: hauteur maximale de la structure;SAE: surface totale de la structure;Longueur du bassin;Largeur du bassin;Surface du bassin;Profondeur minimale du bassin;Profondeur maximale du bassin;Longueur de la piste;Adresse internet de l'équipement;Année de mise en service;Nom du propriétaire;Types d'aménagements de confort;Type d'ERP de l'établissement;Types de locaux complémentaires;Motifs des derniers gros travaux;Types de chauffage - source d'énergie;Type d'utilisation;Type de pas de tir;Nature du sol;Nature de l'équipement sportif;Période de mise en service;Période de l'homologation préfectorale;Période des derniers gros travaux;Type de déclaration;Type de propriétaire;Type de propriétaire secondaire;Type de gestionnaire;Type du co-gestionnaire;Equipement inscrit au PDESI / PDIPR;code_aps;Atlas;Coordonnées;Commune INSEE;Commune Nom;EPCI INSEE;EPCI Nom;Département Code;Département Nom;Région Code;Région Nom;Département Code Complet;Réctorat Nom
I311820007;SITE OMNISPORT CLAUDE CORNAC;Rue Piquepeyre;31150;Fenouillet;31182;1.38928;43.68717;True;Attribué;38568;44054;42206;true;42191;false;true;Complexe sportif;"{""Handicap moteur""}";{Bus};;;E002I311820007;GYMNASE COLLEGE;1901;Salle multisports (gymnase);Salle multisports;validé;;;true;false;false;;true;false;true;true;false;;true;true;true;true;false;true;false;false;true;false;false;false;;;;12.0;20.0;40.0;800.0;;160.0;0.0;4.0;;;;;;;;;;;;;{};{};"{""Local de rangement"",""Salle(s) de réunion/cours""}";{};{Electricité};Scolaires, universités,Autre - association(s) et groupes divers;{};Synthétique (hors gazon);Intérieur;1985-1994;;;;Commune;;Etablissement d'enseignement privé;;;"{""701"",""1101"",""3401"",""3701"",""7901"",""8801""}";Salles de pratiques collectives;43.68717, 1.38928;31182;Fenouillet;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I311820008;SITE DU BOCAGE;CHEMIN DU BOCAGE;31150;Fenouillet;31182;1.38974;43.69549;True;Attribué;38568;44054;42206;true;42191;false;false;;"{""Handicap moteur""}";{Bus};;;E002I311820008;TENNIS COUVERTS;501;Court de tennis;Court de tennis;validé;;;true;false;false;;true;false;true;true;;;true;true;false;false;;false;false;false;false;false;;false;;;;9.0;18.0;36.0;648.0;;0.0;0.0;2.0;;;;;;;;;;;;;{};{};"{""Club(s) house"",""Local de rangement""}";{};{Electricité};Autre - association(s) et groupes divers;{};Synthétique (hors gazon);Intérieur;1985-1994;;;;Commune;;Commune;;;"{""7901""}";Court de tennis;43.69549, 1.38974;31182;Fenouillet;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I311820009;PONEY CLUB;19 ROUTE DE GAGNAC;31150;Fenouillet;31182;1.37619;43.68869;True;Attribué;38568;44054;42206;false;42191;false;false;;{};{Bus};;;E001I311820009;MANEGE;903;Manège;Equipement équestre;validé;;;true;false;false;;true;false;false;true;false;;false;false;;false;;false;false;false;false;false;;false;;;;7.0;11.0;27.0;297.0;;0.0;0.0;1.0;;;;;;;;;;http://www.poneyclubfenouillet.fr/;1995;;{};{};"{""Local de rangement"",""Salle(s) de réunion/cours""}";{};{};Individuel(s), famille(s),Clubs sportifs, comités, ligues, fédérations;{};Sciure/copeaux;Intérieur;1995-2004;;;;Privé non commercial;;Privé non commercial;;;"{""2603"",""2601""}";Autres équipements;43.68869, 1.37619;31182;Fenouillet;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I311820010;PODIUM;11 bis rue de l'Eglise;31150;Fenouillet;31182;1.3868;43.68012;True;Attribué;38568;44054;42206;false;42191;false;false;;{};{Bus};;;E001I311820010;Espace FITNESS;801;Salle de cours collectifs;Equipement d'activités de forme et de santé;validé;;;true;false;false;;true;false;true;true;false;true;true;true;true;true;;true;false;false;true;false;;false;;2005;;3.0;14.0;20.0;280.0;;0.0;0.0;2.0;;;;;;;;;;http://www.podium-forme.fr;1996;;{};{};{Reception/accueil};{};{Fuel};Individuel(s), famille(s);{};Synthétique (hors gazon);Intérieur;1995-2004;;A partir de 2005;;Etablissement privé commercial;;Etablissement privé commercial;;;"{""3403"",""3602""}";Salles de pratiques collectives;43.68012, 1.3868;31182;Fenouillet;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I311820010;PODIUM;11 bis rue de l'Eglise;31150;Fenouillet;31182;1.386797;43.680117;True;Attribué;38568;44054;42206;false;42191;false;false;;{};{Bus};;;E002I311820010;ESPACE de musculation et  cardio-training;802;Salle de musculation/cardiotraining;Equipement d'activités de forme et de santé;validé;;;true;false;false;;true;false;true;true;false;true;true;true;true;true;;true;false;false;true;false;;false;;;;3.0;14.0;20.0;280.0;115.0;0.0;0.0;2.0;;;;;;;;;;http://www.podium-forme.fr;1996;;{};{};{Reception/accueil};{};{Fuel};Individuel(s), famille(s);{};Synthétique (hors gazon);Intérieur;1995-2004;;;;Etablissement privé commercial;;Etablissement privé commercial;;;"{""3602""}";Salles de pratiques collectives;43.680117, 1.386797;31182;Fenouillet;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I311820012;Premium Sport;10 Rue Seveso;31150;Fenouillet;31182;1.40682;43.68033;True;Attribué;42765;44054;;true;42766;false;false;;{};{Bus};;;E003I311820012;Espace de musculation;802;Salle de musculation/cardiotraining;Equipement d'activités de forme et de santé;validé;;;true;false;true;;true;false;true;true;false;;;;;false;;;false;false;false;false;;false;;;;;;;;;0.0;0.0;2.0;;;;;;;;;;;2011;;{Sauna};{};{Reception/accueil};{};{};Individuel(s), famille(s);{};Parquet;Intérieur;A partir de 2005;;;;Etablissement privé commercial;;Etablissement privé commercial;;;"{""3602""}";Salles de pratiques collectives;43.68033, 1.40682;31182;Fenouillet;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I311820013;Gymnase municipal;Rue de la laques;31150;Fenouillet;31182;1.39378;43.68063;True;Attribué;42200;44054;42320;true;42191;false;false;;"{""Handicap moteur"",""Handicap sensoriel""}";{Bus};;;E002I311820013;TERRAIN SYNTHETIQUE;2802;Terrain de football;Terrain de grands jeux;validé;;;true;true;false;;false;false;false;false;false;;true;true;;false;;;false;false;false;false;;;;;;;30.0;60.0;2 100.0;0.0;0.0;0.0;0.0;;;;;;;;;;;2013;;{};{};{};{};{};Individuel(s), famille(s),Scolaires, universités;{};Gazon synthétique;Intérieur;A partir de 2005;;;;Commune;;Commune;;;"{""2901""}";Terrain de grands jeux;43.68063, 1.39378;31182;Fenouillet;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I311860002;Dojo;Rue des violettes;31140;Fonbeauzard;31186;1.42839;43.67855;True;Attribué;38568;44054;42181;true;42174;false;false;;"{""Handicap moteur""}";{Bus};;;E001I311860002;Dojo;1801;Dojo / Salle d'arts martiaux;Salle de combat;validé;;;true;false;false;false;true;false;true;true;;;true;true;true;true;;true;false;false;true;false;;false;;;;3.0;10.0;14.0;140.0;;0.0;0.0;2.0;;;;;;;;;;;2000;;{};{};"{""Bureau(x) club(s)"",""Local de rangement""}";{};{Electricité};Clubs sportifs, comités, ligues, fédérations,Autre - association(s) et groupes divers;{};Synthétique (hors gazon);Intérieur;1995-2004;;;;Commune;;Commune;;;"{""8901"",""4301"",""4401"",""7701"",""7801""}";Salles de pratiques collectives;43.67855, 1.42839;31186;Fonbeauzard;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I311860004;complexe sportif;Rue Jean Mermoz;31140;Fonbeauzard;31186;1.43372;43.68193;True;Attribué;38568;44054;42181;true;42174;false;true;Complexe sportif;"{""Handicap moteur""}";{Bus};;;E003I311860004;BOULODROME COUVERT;202;Terrain de pétanque;Boulodrome;validé;;;true;false;false;;true;false;false;false;false;;true;false;;false;;;false;false;false;false;;;;;;;14.0;24.0;336.0;6.0;;0.0;0.0;;;;;;;;;;;2007;;{};{};"{""Bureau(x) club(s)"",Buvette,""Club(s) house"",""Local de rangement"",""Salle(s) de réunion/cours""}";{};{Gaz};Clubs sportifs, comités, ligues, fédérations;{};Stabilisé/cendrée;Intérieur;A partir de 2005;;;;Commune;;Commune;;;"{""6001""}";Equipements Ext.;43.68193, 1.43372;31186;Fonbeauzard;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I312050009;SALLE DES FETES / ESPACE GARONNE;Espace Garonne;31150;Gagnac-sur-Garonne;31205;1.37167;43.69989;True;Validé;40798;44055;44055;true;42201;false;false;;"{""Handicap moteur""}";;;;E001I312050009;ESPACE GARONNE;2201;Salles polyvalentes / des fêtes / non spécialisées;Salle non spécialisée;validé;;;true;false;false;;true;false;true;true;false;;true;;;false;;true;false;;false;;;false;;;2.0;7.0;16.0;23.0;368.0;;0.0;0.0;1.0;;;;;;;;;;;2009;;{};{L};"{""Local de rangement"",""Salle(s) de réunion/cours""}";{};{Electricité};Individuel(s), famille(s),Scolaires, universités,Autre - association(s) et groupes divers;{};Synthétique (hors gazon);Intérieur;A partir de 2005;;;;Commune;;Commune;;;"{""8901""}";Salles de pratiques collectives;43.69989, 1.37167;31205;Gagnac-sur-Garonne;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I312300001;Complexe municipal;RUE DE MAURYS;31150;Gratentour;31230;1.43885;43.72492;True;Validé;38568;44063;44063;true;20.08.20;true;true;Complexe sportif;"{""Handicap moteur""}";{Bus};;;E005I312300001;Salle de danse;2105;Salle de danse;Salle ou terrain spécialisé;validé;;;true;false;false;;false;false;true;true;false;;true;true;true;true;;true;false;false;true;false;;false;;;;3.0;10.0;15.0;150.0;0.0;0.0;0.0;1.0;;;;;;;;;;;2004;;;{};;;{Electricité};Clubs sportifs, comités, ligues, fédérations;;Parquet;Intérieur;1995-2004;;;;Commune;;Commune;;;"{""8901"",""2402""}";Salles de pratiques collectives;43.72492, 1.43885;31230;Gratentour;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I312820006;GYMNASE, ESPACE F.MITTERAND;Rue Jean Moulin;31140;Launaguet;31282;1.45332;43.67494;True;Attribué;38568;44057;42212;true;42201;;true;Complexe sportif;"{""Handicap moteur""}";{Bus};;;E002I312820006;DOJO;1801;Dojo / Salle d'arts martiaux;Salle de combat;validé;;;true;false;false;;true;false;true;true;false;;true;true;true;true;;true;false;false;true;false;;false;;2005;;4.5;11.0;15.0;165.0;;0.0;0.0;2.0;;;;;;;;;;;;;{};{};"{""Club(s) house"",""Local de rangement""}";{};{Gaz};Clubs sportifs, comités, ligues, fédérations,Scolaires, universités;{};Synthétique (hors gazon);Intérieur;1975-1984;;A partir de 2005;;Commune;;Commune;;;"{""6601"",""3408"",""4301"",""4401""}";Salles de pratiques collectives;43.67494, 1.45332;31282;Launaguet;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I312820006;GYMNASE, ESPACE F.MITTERAND;Rue Jean Moulin;31140;Launaguet;31282;1.45332;43.67494;True;Attribué;38568;44057;42212;true;42201;;true;Complexe sportif;"{""Handicap moteur""}";{Bus};;;E003I312820006;SALLE DE DANSE SPECIALISEE;2105;Salle de danse;Salle ou terrain spécialisé;validé;;;true;false;false;;true;false;true;true;;;true;true;true;true;;true;false;false;true;false;;false;;2005;;3.6;9.0;9.0;81.0;;0.0;0.0;2.0;;;;;;;;;;;;;{};{};"{""Bureau(x) club(s)"",""Local de rangement""}";{};{Gaz};Clubs sportifs, comités, ligues, fédérations,Scolaires, universités,Autre - association(s) et groupes divers;{};Parquet;Intérieur;1975-1984;;A partir de 2005;;Commune;;Commune;;;"{""2402"",""6601""}";Salles de pratiques collectives;43.67494, 1.45332;31282;Launaguet;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I312930002;Site multisport;Rue du boulodrome;31150;Lespinasse;31293;1.39058;43.70867;True;Validé;38568;44057;44057;true;44057;false;true;Complexe sportif;"{""Handicap moteur""}";;;;E002I312930002;Boulodrome couvert;202;Terrain de pétanque;Boulodrome;validé;;;true;false;false;;true;false;false;true;false;;true;;;false;;;true;;false;;;;;;3.0;7.0;18.0;33.0;594.0;;0.0;0.0;0.0;;;;;;;;;;;2001;;{};{X};"{""Local de rangement""}";{};{Electricité};Autre - association(s) et groupes divers;{};Stabilisé/cendrée;Intérieur;1995-2004;;;;Commune;;Commune;;;"{""6001""}";Equipements Ext.;43.70867, 1.39058;31293;Lespinasse;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I310220001;Complexe sportif  municipal;Chemin des Carrières;31140;Aucamville;31022;1.42112;43.67563;True;Attribué;38568;43998;42201;true;42192;false;false;;"{""Handicap moteur""}";{Bus};;;E001I310220001;Tennis couvert;501;Court de tennis;Court de tennis;validé;;;true;false;false;;true;false;true;true;;;true;;;false;;true;false;;false;;;false;;;5.0;8.0;18.0;35.0;630.0;;0.0;0.0;1.0;;;;;;;;;;;1970;;{};{X};"{""Club(s) house"",""Local de rangement""}";{};{Electricité};Clubs sportifs, comités, ligues, fédérations;{};Terre battue;Intérieur;1965-1974;;;;Commune;;Commune;;;"{""7901""}";Court de tennis;43.67563, 1.42112;31022;Aucamville;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I310220001;Complexe sportif  municipal;Chemin des Carrières;31140;Aucamville;31022;1.4216;43.67419;True;Attribué;38568;43998;42201;true;42192;false;false;;"{""Handicap moteur""}";{Bus};;;E011I310220001;SALLE SOPHIE RIVIERE;1901;Salle multisports (gymnase);Salle multisports;validé;;;true;false;false;;true;false;true;true;false;true;true;true;true;true;true;true;true;true;true;true;true;true;;;;;;;1 051.0;0.0;98.0;2.0;4.0;;;;;;;;;;;2015;;{};{};"{Reception/accueil,""Bureau(x) club(s)"",Buvette,""Club(s) house"",Infirmierie,""Local de rangement""}";{};{Gaz};Clubs sportifs, comités, ligues, fédérations,Scolaires, universités,Autre - association(s) et groupes divers;{};Synthétique (hors gazon);Intérieur;A partir de 2005;;;;Commune;;Commune;;;"{""3701""}";Salles de pratiques collectives;43.67419, 1.4216;31022;Aucamville;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I310220001;Complexe sportif  municipal;Chemin des Carrières;31140;Aucamville;31022;1.42192;43.67455;True;Attribué;38568;43998;42201;true;42192;false;false;;"{""Handicap moteur""}";{Bus};;;E012I310220001;Gymnase Omnisport;1901;Salle multisports (gymnase);Salle multisports;validé;;;true;false;false;;true;false;true;true;false;;true;true;false;false;false;false;false;false;false;false;false;false;;;;;20.0;40.0;800.0;0.0;228.0;0.0;2.0;;;;;;;;;;;1974;;{};{};"{Infirmierie,""Local de rangement""}";{};{};Clubs sportifs, comités, ligues, fédérations,Scolaires, universités;{};Béton;Intérieur;1965-1974;;;;Commune;;Commune;;;"{""3401"",""3701"",""8201""}";Salles de pratiques collectives;43.67455, 1.42192;31022;Aucamville;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I310220002;SAVARY;8 rue des Ecoles;31140;Aucamville;31022;1.43061;43.66997;True;Attribué;38568;43998;42201;true;42192;false;false;;"{""Handicap moteur""}";{Bus};;;E002I310220002;Salle de karaté;1801;Dojo / Salle d'arts martiaux;Salle de combat;validé;;;true;false;false;;true;false;true;true;;;true;;;false;;false;false;;false;;;false;;;3.0;5.0;5.0;10.0;50.0;;0.0;0.0;2.0;;;;;;;;;;;;;{};{L,R,X};"{""Local de rangement"",""Salle(s) de réunion/cours""}";{};{Gaz};Clubs sportifs, comités, ligues, fédérations,Scolaires, universités,Autre - association(s) et groupes divers;{};Synthétique (hors gazon);Intérieur;1985-1994;;;;Commune;;Commune;;;"{""4401""}";Salles de pratiques collectives;43.66997, 1.43061;31022;Aucamville;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I310220002;SAVARY;8 rue des Ecoles;31140;Aucamville;31022;1.43061;43.66997;True;Attribué;38568;43998;42201;true;42192;false;false;;"{""Handicap moteur""}";{Bus};;;E003I310220002;Salle de judo;1801;Dojo / Salle d'arts martiaux;Salle de combat;validé;;;true;false;false;;true;false;true;true;;;true;;;false;;false;false;;false;;;false;;;3.0;5.0;5.0;10.0;50.0;;0.0;0.0;2.0;;;;;;;;;;;;;{};{L,R,X};"{""Local de rangement""}";{};{Gaz};Clubs sportifs, comités, ligues, fédérations,Scolaires, universités,Autre - association(s) et groupes divers;{};Synthétique (hors gazon);Intérieur;1985-1994;;;;Commune;;Commune;;;"{""4301""}";Salles de pratiques collectives;43.66997, 1.43061;31022;Aucamville;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I310220006;Scandia Sport;31 Route de Fronton;31140;Aucamville;31022;1.43082;43.66118;True;Attribué;38568;43998;42201;true;42192;false;false;;"{""Handicap moteur""}";{Bus};;;E001I310220006;Salle musculation et cardiotraining;802;Salle de musculation/cardiotraining;Equipement d'activités de forme et de santé;validé;;;true;false;true;;true;false;true;true;;;true;;;false;;false;false;;false;;;false;;2005;5.0;4.0;15.0;20.0;300.0;0.0;0.0;0.0;3.0;;;;;;;;;;;1985;SCI Salvador ALLENDE;"{""Bain(s) de vapeur/Hammam"",""Bain(s) Bouillonant(s)"",Sauna,Autre}";{X};"{Reception/accueil,""Bureau(x) club(s)"",""Club(s) house"",""Local de rangement"",""Salle(s) de réunion/cours"",Autre}";{};{Electricité};Individuel(s), famille(s);{};Parquet;Intérieur;1985-1994;;A partir de 2005;;Etablissement privé commercial;;Etablissement privé commercial;;;"{""8901"",""3602""}";Salles de pratiques collectives;43.66118, 1.43082;31022;Aucamville;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I310320005;INSTALLATIONS SPORTIVES DU COLLEGE;500 route de Merville;31840;Aussonne;31032;1.322115;43.688653;True;Attribué;39877;43993;42209;true;42208;false;true;Etablissement scolaire;"{""Handicap moteur""}";{Bus};;;E001I310320005;gymnase du collège;1901;Salle multisports (gymnase);Salle multisports;validé;;;true;false;false;true;true;false;true;;false;;true;;;true;;true;false;;true;;;false;;;5.0;8.0;25.0;40.0;1 000.0;;0.0;;4.0;;;;;;;;;;;2008;Blagnac Constellation;{};{X};"{Reception/accueil,Infirmierie,""Local de rangement"",""Salle(s) de réunion/cours""}";{};{Electricité};Clubs sportifs, comités, ligues, fédérations,Scolaires, universités;{};Synthétique (hors gazon);Intérieur;A partir de 2005;;;Création d'un équipement sportif;EPCI;;EPCI;;;"{""701"",""1101"",""3701"",""7901"",""8801""}";Salles de pratiques collectives;43.688653, 1.322115;31032;Aussonne;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I310320005;INSTALLATIONS SPORTIVES DU COLLEGE;500 route de Merville;31840;Aussonne;31032;1.322115;43.688653;True;Attribué;39877;43993;42209;true;42208;false;true;Etablissement scolaire;"{""Handicap moteur""}";{Bus};;;E002I310320005;salle de gymnastique;2106;Salle de gymnastique sportive;Salle ou terrain spécialisé;validé;;;true;false;false;true;true;false;true;;false;;true;;;true;;true;false;;true;;;false;;;;;10.0;10.0;100.0;;0.0;;4.0;;;;;;;;;;;2008;Blagnac Constellation;{};{};"{Infirmierie,""Local de rangement"",""Salle(s) de réunion/cours""}";{};{Electricité};Clubs sportifs, comités, ligues, fédérations,Scolaires, universités;{};Parquet;Intérieur;A partir de 2005;;;;EPCI;;EPCI;;;"{""3401""}";Salles de pratiques collectives;43.688653, 1.322115;31032;Aussonne;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I310440001;STADE MUNICIPAL;17 av des aerostiers;31130;Balma;31044;1.48673;43.60872;True;Validé;38568;45219;45219;true;42736;false;true;Complexe sportif;"{""Handicap moteur""}";;;;E005I310440001;COURTS DE TENNIS COUVERTS;501;Court de tennis;Court de tennis;validé;;;true;false;false;;true;false;true;true;false;;true;true;;true;;false;false;false;true;false;;false;;;;8.0;18.0;36.0;648.0;0.0;0.0;0.0;2.0;;;;;;;;;;;1987;;{};{L};"{""Bureau(x) club(s)"",""Club(s) house"",""Local de rangement"",""Salle(s) de réunion/cours""}";{};{};Clubs sportifs, comités, ligues, fédérations;{};Synthétique (hors gazon);Intérieur;1985-1994;;;;Commune;;Commune;;;"{""7901""}";Court de tennis;43.60872, 1.48673;31044;Balma;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I310440001;STADE MUNICIPAL;17 av des aerostiers;31130;Balma;31044;1.48673;43.60872;True;Validé;38568;45219;45219;true;42736;false;true;Complexe sportif;"{""Handicap moteur""}";;;;E013I310440001;COURTS DE TENNIS COUVERTS 2;501;Court de tennis;Court de tennis;validé;;;true;false;false;;true;false;true;true;false;;true;true;;true;;false;false;false;true;false;;false;;;;8.0;18.0;36.0;648.0;0.0;0.0;0.0;2.0;;;;;;;;;;;1987;;{};{L};"{""Bureau(x) club(s)"",""Club(s) house"",""Local de rangement"",""Salle(s) de réunion/cours""}";{};{};Clubs sportifs, comités, ligues, fédérations;{};Synthétique (hors gazon);Intérieur;1985-1994;;;;Commune;;Commune;;;"{""7901""}";Court de tennis;43.60872, 1.48673;31044;Balma;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I310440001;STADE MUNICIPAL;17 av des aerostiers;31130;Balma;31044;1.48673;43.60872;True;Validé;38568;45219;45219;true;42736;false;true;Complexe sportif;"{""Handicap moteur""}";;;;E015I310440001;COURTS DE TENNIS COUVERTS 4;501;Court de tennis;Court de tennis;validé;;;true;false;false;;true;false;true;true;false;;true;true;;true;;false;false;false;true;false;;false;;;;8.0;18.0;36.0;648.0;0.0;0.0;0.0;2.0;;;;;;;;;;;1987;;{};{L};"{""Bureau(x) club(s)"",""Club(s) house"",""Local de rangement"",""Salle(s) de réunion/cours""}";{};{};Clubs sportifs, comités, ligues, fédérations;{};Synthétique (hors gazon);Intérieur;1985-1994;;;;Commune;;Commune;;;"{""7901""}";Court de tennis;43.60872, 1.48673;31044;Balma;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I310440002;COMPLEXE SPORTIF J. ROSTAND;AVENUE GEORGES PRADEL;31130;Balma;31044;1.50787;43.60363;True;Validé;38568;43756;43756;true;42543;false;true;Complexe sportif;"{""Handicap moteur""}";;;;E003I310440002;GYMNASE;1901;Salle multisports (gymnase);Salle multisports;validé;;;true;false;false;;true;false;true;true;false;;true;true;true;true;true;true;false;false;true;false;false;false;;2004;;7.0;20.0;40.0;800.0;;230.0;1.0;4.0;;;;;;;;;;;1974;;{};{};"{""Bureau(x) club(s)"",""Club(s) house"",Infirmierie,""Local de rangement""}";{};{};Clubs sportifs, comités, ligues, fédérations,Scolaires, universités;{};Synthétique (hors gazon);Intérieur;1965-1974;;1995-2004;;Commune;;Commune;;;"{""701"",""1101"",""2901"",""3402"",""3701"",""7901"",""8201"",""8801""}";Salles de pratiques collectives;43.60363, 1.50787;31044;Balma;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
